Feature ID,GeneID
A_01_P1798101,LOC707493
A_01_P1798106,ITGAE
A_01_P1798111,0
A_01_P1798116,CASP12
A_01_P1798121,ARG2
A_01_P1798126,PGA4
A_01_P1798131,0
A_01_P1798136,0
A_01_P1798141,LDB3
A_01_P1798146,PGA4
A_01_P1798151,PCDH18
A_01_P1798156,0
A_01_P1798161,0
A_01_P1798166,APLF
A_01_P1798171,SH3TC1
A_01_P1798176,0
A_01_P1798181,PRPF4B
A_01_P1798186,AFF1
A_01_P1798191,DNAH6
A_01_P1798196,LPA
A_01_P1798201,ATG2A
A_01_P1798206,LOC707197
A_01_P1798211,LOC106993950
A_01_P1798216,0
A_01_P1798221,0
A_01_P1798226,CYP2F1
A_01_P1798231,0
A_01_P1798236,0
A_01_P1798241,LOC106995838
A_01_P1798246,0
A_01_P1798251,ENOX1
A_01_P1798256,P2RX7
A_01_P1798261,RRM1
A_01_P1798266,0
A_01_P1798271,HERC2
A_01_P1798276,LOC702441
A_01_P1798281,MMRN1
A_01_P1798286,ATP10D
A_01_P1798291,CLPX
A_01_P1798296,0
A_01_P1798301,UNC5B
A_01_P1798306,PRODH
A_01_P1798311,0
A_01_P1798316,0
A_01_P1798321,0
A_01_P1798326,GTF2E1
A_01_P1798331,0
A_01_P1798336,0
A_01_P1798346,0
A_01_P1798351,0
A_01_P1798356,EVC
A_01_P1798361,WDR66
A_01_P1798366,SAXO1
A_01_P1798371,0
A_01_P1798376,C1QTNF1
A_01_P1798381,0
A_01_P1798386,POLR1B
A_01_P1798391,PPM1N
A_01_P1798396,MYBBP1A
A_01_P1798401,ENAH
A_01_P1798406,KIF5B
A_01_P1798411,LOC723473
A_01_P1798416,CEP152
A_01_P1798421,HNRNPR
A_01_P1798426,0
A_01_P1798431,TVP23B
A_01_P1798436,0
A_01_P1798441,NUTM2A
A_01_P1798446,LOC708967
A_01_P1798451,LOC723080
A_01_P1798456,0
A_01_P1798461,NMUR2
A_01_P1798466,POTEH
A_01_P1798471,FRYL
A_01_P1798476,GOT1
A_01_P1798481,ATP9B
A_01_P1798486,0
A_01_P1798491,LOC720574
A_01_P1798496,CNTNAP5
A_01_P1798501,0
A_01_P1798506,0
A_01_P1798511,0
A_01_P1798516,LOC106992413
A_01_P1798521,0
A_01_P1798526,0
A_01_P1798531,RAPH1
A_01_P1798536,0
A_01_P1798541,LOC715737
A_01_P1798546,SLC39A13
A_01_P1798551,0
A_01_P1798556,ZC3H13
A_01_P1798561,ABHD6
A_01_P1798566,ARMC12
A_01_P1798571,0
A_01_P1798576,0
A_01_P1798581,0
A_01_P1798586,0
A_01_P1798591,DRP2
A_01_P1798596,0
A_01_P1798601,MOGAT1
A_01_P1798606,0
A_01_P1798611,0
A_01_P1798616,0
A_01_P1798621,ARHGEF1
A_01_P1798626,0
A_01_P1798631,TBC1D8
A_01_P1798641,TRAPPC8
A_01_P1798646,0
A_01_P1798651,0
A_01_P1798656,SLC7A2
A_01_P1798661,MYLIP
A_01_P1798666,LOC720677
A_01_P1798676,0
A_01_P1798681,0
A_01_P1798686,MIA3
A_01_P1798691,0
A_01_P1798696,0
A_01_P1798701,C20H16orf89
A_01_P1798706,0
A_01_P1798711,LPIN1
A_01_P1798716,KLHL6
A_01_P1798721,0
A_01_P1798726,0
A_01_P1798731,0
A_01_P1798737,0
A_01_P1798746,0
A_01_P1798751,PTPN23
A_01_P1798756,ALDH16A1
A_01_P1798761,KIF5B
A_01_P1798766,TXNDC9
A_01_P1798771,DNAH12
A_01_P1798776,0
A_01_P1798781,0
A_01_P1798786,SNX13
A_01_P1798791,ZNF827
A_01_P1798796,0
A_01_P1798801,ENGASE
A_01_P1798807,0
A_01_P1798811,LOC100427976
A_01_P1798816,DNAH5
A_01_P1798821,0
A_01_P1798836,0
A_01_P1798841,LOC723328
A_01_P1798846,0
A_01_P1798851,LOC723346
A_01_P1798856,0
A_01_P1798861,0
A_01_P1798866,LOC723365
A_01_P1798871,0
A_01_P1798876,0
A_01_P1798881,PDZK1
A_01_P1798886,0
A_01_P1798891,ABCA12
A_01_P1798896,0
A_01_P1798901,0
A_01_P1798906,LOC106995572
A_01_P1798911,0
A_01_P1798921,SLC15A3
A_01_P1798926,0
A_01_P1798931,ANOS1
A_01_P1798936,LPO
A_01_P1798941,0
A_01_P1798946,SDHA
A_01_P1798951,MYBBP1A
A_01_P1798956,0
A_01_P1798961,MYO16
A_01_P1798966,0
A_01_P1798971,0
A_01_P1798976,0
A_01_P1798981,PLEKHG4B
A_01_P1798986,AHI1
A_01_P1798991,FSCN2
A_01_P1798996,LOC106992385
A_01_P1799001,HSD17B8
A_01_P1799006,FGFR3
A_01_P1799011,LOC708967
A_01_P1799016,0
A_01_P1799021,ETV1
A_01_P1799026,0
A_01_P1799031,0
A_01_P1799036,0
A_01_P1799041,0
A_01_P1799056,FBXO10
A_01_P1799061,KIF5B
A_01_P1799066,0
A_01_P1799076,CLMN
A_01_P1799081,0
A_01_P1799086,PKHD1L1
A_01_P1799091,LOC713135
A_01_P1799096,MDC1
A_01_P1799101,LOC106993950
A_01_P1799106,TMEM38B
A_01_P1799111,0
A_01_P1799116,0
A_01_P1799121,SYCP2
A_01_P1799126,SVIL
A_01_P1799131,ABCC5
A_01_P1799136,0
A_01_P1799141,NLRP7
A_01_P1799146,SLC26A5
A_01_P1799151,0
A_01_P1799156,0
A_01_P1799161,0
A_01_P1799166,LOC718899
A_01_P1799171,0
A_01_P1799176,0
A_01_P1799181,0
A_01_P1799186,CYP2C76
A_01_P1799191,LOC695269
A_01_P1799196,0
A_01_P1799201,0
A_01_P1799206,0
A_01_P1799211,0
A_01_P1799216,0
A_01_P1799221,0
A_01_P1799226,0
A_01_P1799231,0
A_01_P1799236,0
A_01_P1799241,LOC722784
A_01_P1799246,LPA
A_01_P1799251,0
A_01_P1799256,QRICH1
A_01_P1799261,LOC722784
A_01_P1799266,0
A_01_P1799271,ALDH16A1
A_01_P1799282,0
A_01_P1799286,0
A_01_P1799291,0
A_01_P1799296,0
A_01_P1799301,BCO1
A_01_P1799306,TBC1D29P
A_01_P1799311,LOC106996059
A_01_P1799321,SPATA31A1
A_01_P1799326,0
A_01_P1799331,0
A_01_P1799341,0
A_01_P1799346,LOC698672
A_01_P1799351,0
A_01_P1799361,LOC106997394
A_01_P1799366,0
A_01_P1799373,0
A_01_P1799376,0
A_01_P1799381,0
A_01_P1799386,LOC106995838
A_01_P1799391,0
A_01_P1799396,0
A_01_P1799401,0
A_01_P1799406,0
A_01_P1799411,0
A_01_P1799416,LOC714257
A_01_P1799421,ZNF669
A_01_P1799426,ZNF669
A_01_P1799431,0
A_01_P1799436,0
A_01_P1799441,0
A_01_P1799446,0
A_01_P1799451,0
A_01_P1799456,0
A_01_P1799466,YME1L1
A_01_P1799471,LOC716719
A_01_P1799476,LOC721315
A_01_P1799486,0
A_01_P1799491,0
A_01_P1799496,LOC722839
A_01_P1799501,LOC100424218
A_01_P1799506,0
A_01_P1799511,0
A_01_P1799517,0
A_01_P1799521,LOC106996511
A_01_P1799526,COX2
A_01_P1799531,0
A_01_P1799536,LOC722959
A_01_P1799541,KCTD13
A_01_P1799546,0
A_01_P1799551,LOC698672
A_01_P1799556,0
A_01_P1799561,0
A_01_P1799566,0
A_01_P1799571,C1H1orf116
A_01_P1799576,0
A_01_P1799581,0
A_01_P1799586,0
A_01_P1799591,0
A_01_P1799596,ELK4
A_01_P1799601,0
A_01_P1799606,0
A_01_P1799611,LOC702923
A_01_P1799616,0
A_01_P1799626,0
A_01_P1799631,0
A_01_P1799636,0
A_01_P1799641,0
A_01_P1799646,0
A_01_P1799651,LOC106993946
A_01_P1799656,0
A_01_P1799661,0
A_01_P1799666,0
A_01_P1799671,0
A_01_P1799676,0
A_01_P1799681,LOC106994282
A_01_P1799686,RGS21
A_01_P1799691,TRMT1L
A_01_P1799696,EEF1A1
A_01_P1799701,0
A_01_P1799706,NCF2
A_01_P1799711,RO60
A_01_P1799716,LOC106994342
A_01_P1799721,0
A_01_P1799726,AXDND1
A_01_P1799731,0
A_01_P1799736,0
A_01_P1799741,0
A_01_P1799746,LOC717895
A_01_P1799751,0
A_01_P1799756,0
A_01_P1799761,0
A_01_P1799766,0
A_01_P1799771,FAM163A
A_01_P1799776,0
A_01_P1799781,0
A_01_P1799786,0
A_01_P1799791,LOC106994934
A_01_P1799796,0
A_01_P1799801,0
A_01_P1799806,0
A_01_P1799811,0
A_01_P1799816,GPR161
A_01_P1799821,0
A_01_P1799826,0
A_01_P1799831,0
A_01_P1799836,TEX50
A_01_P1799845,0
A_01_P1799846,LOC707861
A_01_P1799851,RABGAP1L
A_01_P1799856,TNN
A_01_P1799861,0
A_01_P1799866,0
A_01_P1799871,0
A_01_P1799876,0
A_01_P1799881,0
A_01_P1799886,0
A_01_P1799891,0
A_01_P1799896,0
A_01_P1799901,0
A_01_P1799906,LOC106995352
A_01_P1799913,LOC100428218
A_01_P1799916,0
A_01_P1799921,0
A_01_P1799926,LOC708663
A_01_P1799931,ZNF496
A_01_P1799936,0
A_01_P1799941,LOC709981
A_01_P1799946,0
A_01_P1799951,0
A_01_P1799956,LOC704076
A_01_P1799961,0
A_01_P1799966,0
A_01_P1799971,0
A_01_P1799976,0
A_01_P1799981,0
A_01_P1799986,CHML
A_01_P1799991,CHML
A_01_P1799996,0
A_01_P1800001,0
A_01_P1800006,0
A_01_P1800011,0
A_01_P1800016,0
A_01_P1800021,0
A_01_P1800026,0
A_01_P1800031,0
A_01_P1800036,0
A_01_P1800041,0
A_01_P1800046,0
A_01_P1800051,0
A_01_P1800056,C1H1orf198
A_01_P1800061,C1H1orf198
A_01_P1800066,0
A_01_P1800071,0
A_01_P1800076,0
A_01_P1800086,CHRM3
A_01_P1800091,0
A_01_P1800096,LYST
A_01_P1800101,LDHA
A_01_P1800106,0
A_01_P1800111,0
A_01_P1800116,0
A_01_P1800121,0
A_01_P1800126,0
A_01_P1800131,SIPA1L2
A_01_P1800136,0
A_01_P1800141,0
A_01_P1800146,0
A_01_P1800151,0
A_01_P1800156,TMEM175
A_01_P1800161,0
A_01_P1800166,TACC3
A_01_P1800171,FAM193A
A_01_P1800176,RGS12
A_01_P1800181,C1H1orf159
A_01_P1800186,0
A_01_P1800191,DVL1
A_01_P1800196,LOC100430236
A_01_P1800201,MMEL1
A_01_P1800206,0
A_01_P1800211,0
A_01_P1800221,SLC25A33
A_01_P1800226,0
A_01_P1800231,MFN2
A_01_P1800236,TNFRSF8
A_01_P1800241,VPS13D
A_01_P1800246,PADI4
A_01_P1800251,EIF4G3
A_01_P1800257,EPHB2
A_01_P1800261,EPHB2
A_01_P1800266,LUZP1
A_01_P1800271,ASAP3
A_01_P1800276,LIN28A
A_01_P1800281,0
A_01_P1800286,ADGRB2
A_01_P1800291,TXLNA
A_01_P1800296,LCK
A_01_P1800301,LCK
A_01_P1800306,0
A_01_P1800311,AGO3
A_01_P1800316,MACF1
A_01_P1800321,CFAP57
A_01_P1800326,0
A_01_P1800331,0
A_01_P1800336,RAD54L
A_01_P1800341,TAL1
A_01_P1800346,0
A_01_P1800351,MROH7
A_01_P1800356,TTLL7
A_01_P1800361,CLCA4
A_01_P1800366,GPSM2
A_01_P1800371,0
A_01_P1800376,GNAI3
A_01_P1800381,DENND2C
A_01_P1800386,DENND2C
A_01_P1800391,DENND2C
A_01_P1800396,0
A_01_P1800401,0
A_01_P1800406,LOC713189
A_01_P1800416,S100A13
A_01_P1800421,AQP10
A_01_P1800426,0
A_01_P1800431,LOC720233
A_01_P1800436,COPA
A_01_P1800441,ALDH9A1
A_01_P1800446,PRG4
A_01_P1800451,RO60
A_01_P1800456,0
A_01_P1800461,0
A_01_P1800466,RBBP5
A_01_P1800471,LEMD1
A_01_P1800476,RD3
A_01_P1800481,USH2A
A_01_P1800486,RRP15
A_01_P1800491,BPNT1
A_01_P1800496,0
A_01_P1800501,LOC705658
A_01_P1800506,ERO1B
A_01_P1800511,LOC706808
A_01_P1800516,0
A_01_P1800521,0
A_01_P1800526,VGLL3
A_01_P1800531,HTR1F
A_01_P1800536,ICE2
A_01_P1800546,0
A_01_P1800551,0
A_01_P1800556,CLDND1
A_01_P1800561,LOC698909
A_01_P1800566,LOC699033
A_01_P1800571,FABP5
A_01_P1800576,0
A_01_P1800582,0
A_01_P1800586,0
A_01_P1800591,0
A_01_P1800596,0
A_01_P1800601,0
A_01_P1800606,PTPN11
A_01_P1800615,0
A_01_P1800616,LOC106996757
A_01_P1800621,0
A_01_P1800626,LOC106996760
A_01_P1800631,LOC707347
A_01_P1800636,MYH15
A_01_P1800641,LOC106996753
A_01_P1800646,0
A_01_P1800651,0
A_01_P1800656,0
A_01_P1800661,BOC
A_01_P1800666,0
A_01_P1800671,0
A_01_P1800676,0
A_01_P1800681,0
A_01_P1800686,0
A_01_P1800691,0
A_01_P1800701,0
A_01_P1800706,IGSF11
A_01_P1800711,0
A_01_P1800716,0
A_01_P1800721,0
A_01_P1800726,ADCY5
A_01_P1800731,0
A_01_P1800736,0
A_01_P1800741,0
A_01_P1800746,0
A_01_P1800751,0
A_01_P1800756,0
A_01_P1800761,0
A_01_P1800766,IQSEC1
A_01_P1800771,0
A_01_P1800776,0
A_01_P1800781,0
A_01_P1800786,0
A_01_P1800791,0
A_01_P1800796,0
A_01_P1800801,0
A_01_P1800806,0
A_01_P1800811,0
A_01_P1800816,0
A_01_P1800821,0
A_01_P1800826,0
A_01_P1800831,0
A_01_P1800836,0
A_01_P1800841,0
A_01_P1800846,0
A_01_P1800851,0
A_01_P1800856,0
A_01_P1800861,EOGT
A_01_P1800866,0
A_01_P1800871,0
A_01_P1800876,0
A_01_P1800881,0
A_01_P1800886,0
A_01_P1800891,0
A_01_P1800896,0
A_01_P1800901,0
A_01_P1800906,0
A_01_P1800911,0
A_01_P1800916,0
A_01_P1800921,0
A_01_P1800926,0
A_01_P1800931,0
A_01_P1800936,ERC2
A_01_P1800941,0
A_01_P1800946,SPATA12
A_01_P1800951,0
A_01_P1800956,0
A_01_P1800961,0
A_01_P1800966,0
A_01_P1800971,0
A_01_P1800976,IQCF4
A_01_P1800981,IQCF6
A_01_P1800986,0
A_01_P1800991,0
A_01_P1800996,0
A_01_P1801001,0
A_01_P1801006,NAA80
A_01_P1801011,0
A_01_P1801016,0
A_01_P1801021,0
A_01_P1801026,0
A_01_P1801031,0
A_01_P1801036,0
A_01_P1801041,0
A_01_P1801046,0
A_01_P1801051,0
A_01_P1801056,CCDC36
A_01_P1801061,0
A_01_P1801066,LOC708981
A_01_P1801071,ZNF589
A_01_P1801076,MAP4
A_01_P1801081,0
A_01_P1801086,0
A_01_P1801091,FAM240A
A_01_P1801096,SLC6A20
A_01_P1801106,ZDHHC3
A_01_P1801111,0
A_01_P1801116,0
A_01_P1801121,0
A_01_P1801126,0
A_01_P1801131,0
A_01_P1801136,0
A_01_P1801143,FAM120A
A_01_P1801146,LOC717247
A_01_P1801151,TRAK1
A_01_P1801156,TRAK1
A_01_P1801161,0
A_01_P1801166,0
A_01_P1801171,CX3CR1
A_01_P1801176,0
A_01_P1801181,XYLB
A_01_P1801191,0
A_01_P1801196,DCLK3
A_01_P1801201,LOC699786
A_01_P1801206,0
A_01_P1801214,IGF2BP2
A_01_P1801216,0
A_01_P1801221,0
A_01_P1801226,0
A_01_P1801231,0
A_01_P1801236,AP2M1
A_01_P1801241,EIF2B5
A_01_P1801246,0
A_01_P1801251,VWA5B2
A_01_P1801256,LOC106996988
A_01_P1801261,0
A_01_P1801266,0
A_01_P1801271,0
A_01_P1801276,0
A_01_P1801281,CCDC39
A_01_P1801286,0
A_01_P1801291,0
A_01_P1801296,LOC106996996
A_01_P1801301,0
A_01_P1801306,LOC694260
A_01_P1801312,0
A_01_P1801316,0
A_01_P1801321,0
A_01_P1801326,0
A_01_P1801331,0
A_01_P1801336,LRRC31
A_01_P1801341,0
A_01_P1801346,0
A_01_P1801351,0
A_01_P1801356,0
A_01_P1801361,0
A_01_P1801366,0
A_01_P1801371,0
A_01_P1801376,0
A_01_P1801381,0
A_01_P1801386,B3GALNT1
A_01_P1801391,PPM1L
A_01_P1801396,KPNA4
A_01_P1801401,0
A_01_P1801406,MFSD1
A_01_P1801411,0
A_01_P1801418,0
A_01_P1801421,LOC106997018
A_01_P1801426,0
A_01_P1801431,0
A_01_P1801436,LOC706734
A_01_P1801441,MME
A_01_P1801446,0
A_01_P1801451,LOC106997063
A_01_P1801456,0
A_01_P1801461,LOC106997061
A_01_P1801466,0
A_01_P1801471,0
A_01_P1801476,0
A_01_P1801481,0
A_01_P1801486,0
A_01_P1801491,0
A_01_P1801496,0
A_01_P1801501,0
A_01_P1801506,0
A_01_P1801511,0
A_01_P1801516,0
A_01_P1801521,0
A_01_P1801526,0
A_01_P1801531,PRR23B
A_01_P1801536,0
A_01_P1801541,0
A_01_P1801546,ESYT3
A_01_P1801551,DBR1
A_01_P1801556,0
A_01_P1801561,0
A_01_P1801566,0
A_01_P1801571,MSL2
A_01_P1801576,PPP2R3A
A_01_P1801581,0
A_01_P1801586,0
A_01_P1801591,0
A_01_P1801596,0
A_01_P1801601,0
A_01_P1801606,COL6A5
A_01_P1801611,LOC693357
A_01_P1801616,0
A_01_P1801621,0
A_01_P1801626,0
A_01_P1801631,OXNAD1
A_01_P1801636,0
A_01_P1801641,0
A_01_P1801646,0
A_01_P1801651,0
A_01_P1801656,0
A_01_P1801661,0
A_01_P1801666,KCNH8
A_01_P1801671,EFHB
A_01_P1801676,SGO1
A_01_P1801681,ZNF385D
A_01_P1801686,0
A_01_P1801691,0
A_01_P1801696,UBE2E1
A_01_P1801701,0
A_01_P1801706,0
A_01_P1801711,NEK10
A_01_P1801716,0
A_01_P1801721,0
A_01_P1801726,RPE
A_01_P1801731,0
A_01_P1801736,0
A_01_P1801741,0
A_01_P1801746,LOC705516
A_01_P1801751,TMPPE
A_01_P1801756,ZNF808
A_01_P1801761,EIF4A2
A_01_P1801766,0
A_01_P1801771,0
A_01_P1801776,0
A_01_P1801781,0
A_01_P1801786,0
A_01_P1801791,0
A_01_P1801796,0
A_01_P1801801,0
A_01_P1801806,0
A_01_P1801811,0
A_01_P1801816,0
A_01_P1801821,0
A_01_P1801826,0
A_01_P1801831,GMNC
A_01_P1801836,HES1
A_01_P1801841,0
A_01_P1801846,0
A_01_P1801851,0
A_01_P1801856,0
A_01_P1801861,0
A_01_P1801866,0
A_01_P1801871,0
A_01_P1801876,0
A_01_P1801881,0
A_01_P1801886,0
A_01_P1801891,CEP19
A_01_P1801896,RNF168
A_01_P1801901,MUC4
A_01_P1801906,0
A_01_P1801911,FANCD2OS
A_01_P1801916,0
A_01_P1801921,SH3BP5
A_01_P1801926,BTD
A_01_P1801931,GALNT15
A_01_P1801936,NR1D2
A_01_P1801941,DYNC1LI1
A_01_P1801946,GLB1
A_01_P1801951,ZNF621
A_01_P1801956,LARS2
A_01_P1801961,KLHL18
A_01_P1801966,0
A_01_P1801971,0
A_01_P1801981,0
A_01_P1801986,CDHR4
A_01_P1801991,RBM6
A_01_P1801996,ATXN7
A_01_P1802001,0
A_01_P1802006,SLC49A4
A_01_P1802011,ROPN1B
A_01_P1802016,CPNE4
A_01_P1802021,0
A_01_P1802026,PCOLCE2
A_01_P1802031,CPA3
A_01_P1802036,0
A_01_P1802041,SKIL
A_01_P1802046,MUC4
A_01_P1802051,0
A_01_P1802056,LOC106995724
A_01_P1802061,PCYT1A
A_01_P1802066,PCYT1A
A_01_P1802071,LRCH3
A_01_P1802076,0
A_01_P1802084,0
A_01_P1802086,0
A_01_P1802091,0
A_01_P1802096,0
A_01_P1802101,0
A_01_P1802106,LOC711571
A_01_P1802111,LOC711986
A_01_P1802116,0
A_01_P1802121,0
A_01_P1802126,0
A_01_P1802131,LOC722090
A_01_P1802136,RRP1
A_01_P1802141,0
A_01_P1802146,HSF2BP
A_01_P1802151,HSF2BP
A_01_P1802156,0
A_01_P1802161,0
A_01_P1802166,0
A_01_P1802171,0
A_01_P1802176,0
A_01_P1802181,0
A_01_P1802186,0
A_01_P1802191,CLIC6
A_01_P1802196,0
A_01_P1802201,LOC106997259
A_01_P1802206,0
A_01_P1802211,0
A_01_P1802216,SMIM11A
A_01_P1802221,OLIG2
A_01_P1802226,OLIG2
A_01_P1802231,0
A_01_P1802236,0
A_01_P1802241,HUNK
A_01_P1802246,TIAM1
A_01_P1802251,0
A_01_P1802256,LOC703883
A_01_P1802266,LOC704989
A_01_P1802271,0
A_01_P1802276,0
A_01_P1802283,0
A_01_P1802286,0
A_01_P1802291,0
A_01_P1802296,0
A_01_P1802301,0
A_01_P1802306,0
A_01_P1802311,FBXW11
A_01_P1802316,LOC711605
A_01_P1802321,0
A_01_P1802326,0
A_01_P1802331,0
A_01_P1802339,0
A_01_P1802341,ADAMTS1
A_01_P1802356,0
A_01_P1802361,0
A_01_P1802366,NRIP1
A_01_P1802371,0
A_01_P1802376,0
A_01_P1802381,0
A_01_P1802386,0
A_01_P1802391,0
A_01_P1802396,DNAAF5
A_01_P1802401,0
A_01_P1802406,0
A_01_P1802411,ELFN1
A_01_P1802416,MAD1L1
A_01_P1802421,0
A_01_P1802426,TTYH3
A_01_P1802431,IQCE
A_01_P1802436,0
A_01_P1802441,0
A_01_P1802446,0
A_01_P1802451,0
A_01_P1802456,RBAK
A_01_P1802461,0
A_01_P1802466,0
A_01_P1802471,0
A_01_P1802476,TNRC18
A_01_P1802481,0
A_01_P1802486,0
A_01_P1802491,0
A_01_P1802496,0
A_01_P1802501,MBLAC1
A_01_P1802506,TMEM130
A_01_P1802511,TMEM225B
A_01_P1802516,FBXO24
A_01_P1802521,0
A_01_P1802526,0
A_01_P1802531,LOC719516
A_01_P1802536,LOC106997582
A_01_P1802541,0
A_01_P1802546,0
A_01_P1802551,0
A_01_P1802556,COL26A1
A_01_P1802561,MYL10
A_01_P1802566,0
A_01_P1802573,0
A_01_P1802576,0
A_01_P1802581,TRIM50
A_01_P1802586,LOC106997356
A_01_P1802591,0
A_01_P1802596,TBL2
A_01_P1802601,LAT2
A_01_P1802606,0
A_01_P1802611,0
A_01_P1802616,0
A_01_P1802621,0
A_01_P1802626,0
A_01_P1802631,0
A_01_P1802636,0
A_01_P1802641,LOC106997369
A_01_P1802646,GUSBA
A_01_P1802651,0
A_01_P1802656,LOC706575
A_01_P1802661,0
A_01_P1802666,0
A_01_P1802671,0
A_01_P1802676,LOC709526
A_01_P1802681,ZNF107
A_01_P1802686,0
A_01_P1802691,MAPK1IP1L
A_01_P1802698,ZNF736
A_01_P1802701,LOC106995914
A_01_P1802706,LOC711606
A_01_P1802711,0
A_01_P1802716,0
A_01_P1802721,0
A_01_P1802726,0
A_01_P1802731,LOC106997393
A_01_P1802736,0
A_01_P1802741,LOC714779
A_01_P1802746,LOC715302
A_01_P1802751,0
A_01_P1802756,0
A_01_P1802761,0
A_01_P1802766,0
A_01_P1802771,0
A_01_P1802776,0
A_01_P1802781,0
A_01_P1802786,0
A_01_P1802791,0
A_01_P1802796,0
A_01_P1802801,0
A_01_P1802806,ADCY1
A_01_P1802811,VWC2
A_01_P1802816,0
A_01_P1802821,0
A_01_P1802826,0
A_01_P1802831,0
A_01_P1802836,HUS1
A_01_P1802841,0
A_01_P1802846,0
A_01_P1802851,0
A_01_P1802856,0
A_01_P1802861,GLI3
A_01_P1802866,0
A_01_P1802871,0
A_01_P1802876,0
A_01_P1802881,0
A_01_P1802886,LOC106997416
A_01_P1802891,LOC704337
A_01_P1802896,LOC106997457
A_01_P1802901,0
A_01_P1802906,0
A_01_P1802911,0
A_01_P1802916,0
A_01_P1802921,0
A_01_P1802926,LOC704337
A_01_P1802931,0
A_01_P1802936,HERPUD2
A_01_P1802945,0
A_01_P1802946,TBX20
A_01_P1802951,0
A_01_P1802956,0
A_01_P1802961,0
A_01_P1802966,0
A_01_P1802971,0
A_01_P1802976,0
A_01_P1802981,WIPF3
A_01_P1802986,0
A_01_P1802991,LOC698724
A_01_P1802996,0
A_01_P1803001,HOXA3
A_01_P1803006,0
A_01_P1803012,0
A_01_P1803016,0
A_01_P1803021,LOC106997485
A_01_P1803026,0
A_01_P1803031,0
A_01_P1803036,FAM126A
A_01_P1803041,0
A_01_P1803046,0
A_01_P1803051,0
A_01_P1803056,CCDC126
A_01_P1803061,0
A_01_P1803066,0
A_01_P1803071,0
A_01_P1803076,0
A_01_P1803081,0
A_01_P1803086,0
A_01_P1803091,TMEM196
A_01_P1803096,0
A_01_P1803101,AHR
A_01_P1803106,0
A_01_P1803111,0
A_01_P1803116,0
A_01_P1803121,0
A_01_P1803126,0
A_01_P1803131,0
A_01_P1803136,0
A_01_P1803141,0
A_01_P1803146,0
A_01_P1803151,0
A_01_P1803156,0
A_01_P1803161,0
A_01_P1803167,0
A_01_P1803176,0
A_01_P1803181,0
A_01_P1803186,0
A_01_P1803191,0
A_01_P1803196,0
A_01_P1803201,ASB4
A_01_P1803206,0
A_01_P1803211,0
A_01_P1803216,0
A_01_P1803221,LOC106997547
A_01_P1803226,CLDN12
A_01_P1803234,0
A_01_P1803236,0
A_01_P1803241,ADAM22
A_01_P1803246,0
A_01_P1803251,0
A_01_P1803256,CROT
A_01_P1803261,0
A_01_P1803266,0
A_01_P1803271,0
A_01_P1803276,0
A_01_P1803281,0
A_01_P1803286,0
A_01_P1803291,GNAT3
A_01_P1803296,0
A_01_P1803301,0
A_01_P1803306,0
A_01_P1803311,0
A_01_P1803316,0
A_01_P1803321,0
A_01_P1803326,0
A_01_P1803331,0
A_01_P1803336,0
A_01_P1803341,0
A_01_P1803346,0
A_01_P1803351,0
A_01_P1803356,0
A_01_P1803361,0
A_01_P1803366,0
A_01_P1803371,0
A_01_P1803376,0
A_01_P1803381,0
A_01_P1803386,0
A_01_P1803391,0
A_01_P1803396,0
A_01_P1803401,LSMEM1
A_01_P1803406,GPR85
A_01_P1803411,PPP1R3A
A_01_P1803416,0
A_01_P1803421,0
A_01_P1803426,0
A_01_P1803431,0
A_01_P1803436,0
A_01_P1803441,0
A_01_P1803446,KCND2
A_01_P1803451,0
A_01_P1803456,0
A_01_P1803461,0
A_01_P1803466,0
A_01_P1803471,0
A_01_P1803476,WASL
A_01_P1803481,0
A_01_P1803486,GRM8
A_01_P1803491,GRM8
A_01_P1803496,0
A_01_P1803501,0
A_01_P1803506,PRRT4
A_01_P1803511,0
A_01_P1803516,STRIP2
A_01_P1803521,0
A_01_P1803526,0
A_01_P1803531,ATP6V1FNB
A_01_P1803539,0
A_01_P1803541,CEP41
A_01_P1803546,0
A_01_P1803551,0
A_01_P1803556,0
A_01_P1803561,0
A_01_P1803566,0
A_01_P1803571,LOC708686
A_01_P1803576,LOC708686
A_01_P1803581,0
A_01_P1803586,0
A_01_P1803591,0
A_01_P1803598,LOC106997679
A_01_P1803601,TMEM140
A_01_P1803610,0
A_01_P1803611,0
A_01_P1803616,0
A_01_P1803621,UBN2
A_01_P1803626,0
A_01_P1803636,0
A_01_P1803641,0
A_01_P1803646,CYREN
A_01_P1803654,0
A_01_P1803656,0
A_01_P1803661,0
A_01_P1803666,TMEM178B
A_01_P1803671,0
A_01_P1803676,KIAA1147
A_01_P1803682,MGAM
A_01_P1803686,0
A_01_P1803691,0
A_01_P1803696,0
A_01_P1803701,0
A_01_P1803706,0
A_01_P1803711,0
A_01_P1803716,LOC700289
A_01_P1803721,0
A_01_P1803726,LOC700289
A_01_P1803731,LOC700289
A_01_P1803736,0
A_01_P1803746,LOC703727
A_01_P1803751,0
A_01_P1803756,0
A_01_P1803761,LOC705279
A_01_P1803766,0
A_01_P1803771,LOC708012
A_01_P1803781,0
A_01_P1803786,0
A_01_P1803791,0
A_01_P1803796,PQLC3
A_01_P1803801,LOC710358
A_01_P1803806,0
A_01_P1803811,LOC106997729
